id@sentence_id@language_id@translation_language_id@word_id@word_start_index@word_end_index@sentence_text
0@0@2@1@0@0@2@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
1@0@2@1@1@3@6@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
2@0@2@1@2@7@11@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
3@0@2@1@3@12@21@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
4@0@2@1@4@23@25@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
5@0@2@1@5@26@32@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
6@0@2@1@6@33@37@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
7@0@2@1@7@38@43@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
8@0@2@1@8@44@55@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
9@0@2@1@9@56@58@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
10@0@2@1@10@59@65@Es war ganz unmöglich, an diesem Tage einen Spaziergang zu machen.
11@1@2@1@11@1@4@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
12@1@2@1@12@5@9@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
13@1@2@1@13@10@14@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
14@1@2@1@14@15@21@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
15@1@2@1@15@23@26@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
16@1@2@1@16@27@30@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
17@1@2@1@17@31@37@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
18@1@2@1@18@38@42@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
19@1@2@1@19@45@51@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
20@1@2@1@16@52@55@»Was sagt denn Bessie, daß ich gethan habe?« fragte ich.
32@2@2@1@29@78@87@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
33@2@2@1@30@89@93@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
34@2@2@1@31@94@97@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
35@2@2@1@32@98@102@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
36@2@2@1@33@103@109@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
37@2@2@1@34@110@115@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
38@2@2@1@35@116@118@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
39@2@2@1@36@119@125@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
40@2@2@1@37@126@131@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
41@2@2@1@38@132@135@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
42@2@2@1@39@136@140@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
43@2@2@1@40@141@147@»Jane, ich liebe weder Spitzfindigkeiten noch Fragen; außerdem ist es gradezu widerlich, wenn ein Kind ältere Leute in dieser Weise zur Rede stellt.
44@3@2@1@41@0@14@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
45@3@2@1@42@15@22@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
46@3@2@1@43@23@25@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
47@3@2@1@44@26@30@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
48@3@2@1@45@31@39@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
49@3@2@1@46@40@43@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
50@3@2@1@47@44@47@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
51@3@2@1@48@48@57@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
52@3@2@1@49@59@62@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
53@3@2@1@43@63@65@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
54@3@2@1@50@66@78@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
55@3@2@1@47@79@82@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
56@3@2@1@51@83@98@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
57@3@2@1@52@99@104@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
58@3@2@1@53@105@111@Augenblicklich setzest du dich irgendwo hin und schweigst, bis du freundlicher und liebenswürdiger reden kannst.«
59@4@2@1@4@0@2@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
60@4@2@1@54@3@6@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
61@4@2@1@55@7@17@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
62@4@2@1@56@18@23@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
63@4@2@1@31@24@27@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
64@4@2@1@57@28@35@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
65@4@2@1@58@36@52@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
66@4@2@1@16@54@57@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
67@4@2@1@59@58@67@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
68@4@2@1@60@68@74@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
69@4@2@1@61@76@80@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
70@4@2@1@62@81@86@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
71@4@2@1@31@87@90@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
72@4@2@1@63@91@97@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
73@4@2@1@64@98@111@An das Wohnzimmer stieß ein kleines Frühstückszimmer: ich schlüpfte hinein. Hier stand ein großer Bücherschrank.
74@5@2@1@65@0@4@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
75@5@2@1@66@5@10@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
76@5@2@1@16@11@14@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
77@5@2@1@67@15@19@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
78@5@2@1@68@20@25@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
79@5@2@1@69@26@32@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
80@5@2@1@70@33@39@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
81@5@2@1@71@40@50@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
82@5@2@1@72@52@59@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
83@5@2@1@16@60@63@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
84@5@2@1@67@64@68@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
85@5@2@1@73@69@75@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
86@5@2@1@74@76@86@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
87@5@2@1@75@87@99@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
88@5@2@1@66@100@105@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
89@5@2@1@15@107@110@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
90@5@2@1@76@111@113@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
91@5@2@1@77@114@120@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
92@5@2@1@78@121@129@Bald hatte ich mich eines großen Bandes bemächtigt, nachdem ich mich zuerst vorsichtig vergewissert hatte, daß er Bilder enthalte.
93@6@2@1@79@0@3@Die Thür zum Frühstückszimmer wurde geöffnet.
94@6@2@1@80@4@8@Die Thür zum Frühstückszimmer wurde geöffnet.
95@6@2@1@81@9@12@Die Thür zum Frühstückszimmer wurde geöffnet.
96@6@2@1@58@13@29@Die Thür zum Frühstückszimmer wurde geöffnet.
97@6@2@1@82@30@35@Die Thür zum Frühstückszimmer wurde geöffnet.
98@6@2@1@83@36@44@Die Thür zum Frühstückszimmer wurde geöffnet.
99@7@2@1@84@0@6@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
100@7@2@1@85@9@13@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
101@7@2@1@76@14@16@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
102@7@2@1@86@17@23@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
103@7@2@1@87@24@34@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
104@7@2@1@9@35@37@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
105@7@2@1@88@40@44@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
106@7@2@1@27@45@48@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
107@7@2@1@89@49@54@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
108@7@2@1@61@55@59@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
109@7@2@1@12@61@65@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
110@7@2@1@90@66@70@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
111@7@2@1@91@71@75@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
112@7@2@1@15@77@80@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
113@7@2@1@92@81@84@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
114@7@2@1@35@85@87@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
115@7@2@1@93@88@91@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
116@7@2@1@94@92@97@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
117@7@2@1@95@98@104@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
118@7@2@1@96@105@113@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
119@7@2@1@27@114@117@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
120@7@2@1@54@120@123@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
121@7@2@1@97@124@128@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
122@7@2@1@98@129@133@Georgy!« rief er seinen Schwestern zu, »Joan ist nicht hier. Sagt doch Mama, daß sie in den Regen hinaus gelaufen ist – das böse Tier!«
123@8@2@1@92@1@4@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
124@8@2@1@27@5@8@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
125@8@2@1@99@9@14@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
126@8@2@1@100@15@21@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
127@8@2@1@35@22@24@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
128@8@2@1@79@25@28@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
129@8@2@1@101@29@46@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
130@8@2@1@102@47@56@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
131@8@2@1@103@58@62@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
132@8@2@1@104@63@66@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
133@8@2@1@105@67@71@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
134@8@2@1@106@73@77@»Sie ist gewiß wieder in die Fenstervertiefung gekrochen, sieh nur nach, Jack.«
135@9@2@1@16@0@3@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
136@9@2@1@107@4@8@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
137@9@2@1@108@9@15@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
138@9@2@1@109@16@22@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
139@9@2@1@13@24@28@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
140@9@2@1@16@29@32@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
141@9@2@1@110@33@41@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
142@9@2@1@111@42@45@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
143@9@2@1@112@46@49@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
144@9@2@1@113@50@58@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
145@9@2@1@15@60@63@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
146@9@2@1@114@64@67@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
147@9@2@1@115@68@76@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
148@9@2@1@106@77@81@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
149@9@2@1@67@82@86@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
150@9@2@1@116@87@99@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
151@9@2@1@117@100@105@Ich trat sofort heraus, denn ich zitterte bei dem Gedanken, daß der erwähnte Jack mich hervorzerren würde.
152@10@2@1@118@1@3@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
153@10@2@1@119@4@7@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
154@10@2@1@16@8@11@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
155@10@2@1@11@13@16@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
156@10@2@1@120@17@24@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
157@10@2@1@121@25@28@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
158@10@2@1@19@31@37@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
159@10@2@1@16@38@41@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
160@10@2@1@122@42@45@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
161@10@2@1@123@46@54@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
162@10@2@1@124@55@67@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
163@10@2@1@125@68@84@»Da bin ich, was wünscht Ihr?« fragte ich mit schlecht erheuchelter Gleichgiltigkeit.
164@11@2@1@126@1@4@»Sag: was wünschen Sie, Mr. Reed,« lautete seine Antwort.
165@11@2@1@11@6@9@»Sag: was wünschen Sie, Mr. Reed,« lautete seine Antwort.
166@11@2@1@127@10@18@»Sag: was wünschen Sie, Mr. Reed,« lautete seine Antwort.
167@11@2@1@92@19@22@»Sag: was wünschen Sie, Mr. Reed,« lautete seine Antwort.
168@11@2@1@128@24@26@»Sag: was wünschen Sie, Mr. Reed,« lautete seine Antwort.
169@11@2@1@129@28@32@»Sag: was wünschen Sie, Mr. Reed,« lautete seine Antwort.
170@11@2@1@130@35@42@»Sag: was wünschen Sie, Mr. Reed,« lautete seine Antwort.
171@11@2@1@131@43@48@»Sag: was wünschen Sie, Mr. Reed,« lautete seine Antwort.
172@11@2@1@132@49@56@»Sag: was wünschen Sie, Mr. Reed,« lautete seine Antwort.
173@12@2@1@133@0@10@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
174@12@2@1@134@11@18@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
175@12@2@1@76@19@21@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
176@12@2@1@135@22@26@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
177@12@2@1@111@27@30@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
178@12@2@1@136@31@37@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
179@12@2@1@137@38@40@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
180@12@2@1@138@41@55@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
181@12@2@1@15@57@60@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
182@12@2@1@76@61@63@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
183@12@2@1@139@64@70@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
184@12@2@1@82@71@76@Gewöhnlich pflegte er sich bei Tische so vollzupfropfen, daß er gallig wurde; das machte seine Augen trübe und seine Wangen schlaff.
